STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,GEOIDFQ,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Male_under_5,Female_under_5,Total_Population,Households_with_Children_under_6,Total_Family_Households,Households_with_Children_under_1,Married_couple_Households,Married_couple_with_Children_und,Median_Household_Income,Median_Gross_Rent,Monthly_Owner_Costs__with_mortga,Median_Housing_Value,Median_Year_Structure_Built,Vacant_Housing_Units,Nursery_School_Enrollment,Kindergarten_Enrollment,Some_College,Bachelor_s_Degree_or_Higher,Mean_Travel_Time_to_Work,Households_with_No_Vehicle,Children_under_5,__Children_under_5,__Households_with_Children_under,__Married_couple_Households,__Married_couple_with_Children_u,Distance_to_Office__miles_,Travel_Time_to_Office__minutes_,has_grocery_store,has_park,has_bike_trail,travel_time_min,distance_miles,median_value,median_income,pct_kids_under6,has_grocery,has_bike,amenity_count,bg_id,travel_time_min_std,median_value_std,median_income_std,pct_kids_under6_std,amenity_count_std,commute_score,housing_afford_score,income_score,kids_score,amenity_score,weighted_score,chosen_flag,optmodel_score,optmodel_travel,optmodel_value
37,183,54116,2,371830541162,1500000US371830541162,Block Group 2,G5030,S,1407155,0,35.8405737,-78.535492,79,18,1181,147,320,223,223,70,91333,1285,1489,231900,392,0,,,172,225,,0,97,8.2133784928,45.9375,69.6875,21.875,12.132218541,20.798088927,0,1,1,20.798088927,12.132218541,231900,91333,45.9375,0,1,2,246,0.4561163771,0.2024647887,0.3132058158,0.5918459302,0.6666666667,0.5438836229,0.7975352113,0.3132058158,0.5918459302,0.6666666667,0.6080933455,,,,
37,183,53509,2,371830535092,1500000US371830535092,Block Group 2,G5030,S,2389944,171208,35.7463217,-78.8044181,87,16,2208,291,738,738,738,29,186250,-666666666,3232,684100,754,0,,,51,712,,0,103,4.6648550725,39.430894309,100,3.9295392954,5.5963085046,9.5936717221,0,1,1,9.5936717221,5.5963085046,684100,186250,39.430894309,0,1,2,79,0.2023754116,0.6214788732,0.7240538985,0.5080166383,0.6666666667,0.7976245884,0.3785211268,0.7240538985,0.5080166383,0.6666666667,0.6078532552,,,,
37,183,53726,2,371830537262,1500000US371830537262,Block Group 2,G5030,S,1408051,18593,35.8694978,-78.7185296,11,46,1486,89,317,140,140,0,52188,1178,1568,252200,864,151,,,144,338,,0,57,3.8358008075,28.075709779,44.164037855,0,4.1441631158,7.1042796272,1,1,0,7.1042796272,4.1441631158,252200,52188,28.075709779,1,0,2,186,0.1459993643,0.2212750185,0.1437667459,0.3617196097,0.6666666667,0.8540006357,0.7787249815,0.1437667459,0.3617196097,0.6666666667,0.6073850656,,,,
37,183,53208,1,371830532081,1500000US371830532081,Block Group 1,G5030,S,42068893,1399361,35.6502537,-78.8887404,153,186,6412,997,1659,1582,1582,126,131933,2352,2608,482400,2077,159,,,359,1504,,0,339,5.2869619464,60.096443641,95.358649789,7.5949367089,13.94046286,23.897936331,0,1,1,23.897936331,13.94046286,482400,131933,60.096443641,0,1,2,715,0.5263171076,0.4345811712,0.4889428508,0.7742658088,0.6666666667,0.4736828924,0.5654188288,0.4889428508,0.7742658088,0.6666666667,0.6072985595,,,,
37,183,52307,3,371830523073,1500000US371830523073,Block Group 3,G5030,S,1105210,375579,35.7571363,-78.7100005,0,0,1170,45,199,145,145,0,70278,1269,-666666666,186200,610,0,,,50,397,,0,0,0,22.613065327,72.864321608,0,4.4461709902,7.6220074118,0,1,1,7.6220074118,4.4461709902,186200,70278,22.613065327,0,1,2,54,0.1577240927,0.1601186064,0.2220692819,0.291340423,0.6666666667,0.8422759073,0.8398813936,0.2220692819,0.291340423,0.6666666667,0.6069206229,,,,
37,183,53434,1,371830534341,1500000US371830534341,Block Group 1,G5030,S,377272,0,35.7340426,-78.8746742,47,31,660,103,184,184,184,47,158516,-666666666,1773,374600,206,0,,,0,248,,0,78,11.818181818,55.97826087,100,25.543478261,9.0106337614,15.446800734,0,1,0,15.446800734,9.0106337614,374600,158516,55.97826087,0,0,1,558,0.3349283663,0.3346923647,0.6040073238,0.7212082912,0.3333333333,0.6650716337,0.6653076353,0.6040073238,0.7212082912,0.3333333333,0.6066989073,,,,
37,183,54115,1,371830541151,1500000US371830541151,Block Group 1,G5030,S,2721939,0,35.7829194,-78.4976317,196,20,3274,425,829,653,653,146,95607,-666666666,1547,228400,1323,0,,,413,595,,0,216,6.5974343311,51.266586248,78.76960193,17.611580217,14.31943484,24.547602582,0,1,1,24.547602582,14.31943484,228400,95607,51.266586248,0,1,2,787,0.541029782,0.1992216457,0.3317058179,0.6605043903,0.6666666667,0.458970218,0.8007783543,0.3317058179,0.6605043903,0.6666666667,0.6065282381,,,,
37,183,53204,2,371830532042,1500000US371830532042,Block Group 2,G5030,S,1515084,0,35.6469493,-78.825596,109,102,2755,373,789,602,602,67,88616,1260,1462,246500,954,23,,,242,533,,0,211,7.6588021779,47.275031686,76.299112801,8.4917617237,12.393894556,21.246676382,0,1,1,21.246676382,12.393894556,246500,88616,47.275031686,0,1,2,150,0.4662753181,0.2159933284,0.3014452856,0.6090783152,0.6666666667,0.5337246819,0.7840066716,0.3014452856,0.6090783152,0.6666666667,0.6059799455,,,,
37,183,51502,2,371830515022,1500000US371830515022,Block Group 2,G5030,S,1617471,0,35.8080673,-78.6794302,30,29,1432,176,398,362,362,38,145313,1020,3112,767700,663,104,,,72,429,,0,59,4.1201117318,44.221105528,90.954773869,9.5477386935,3.9635138737,6.794595212,0,1,1,6.794595212,3.9635138737,767700,145313,44.221105528,0,1,2,189,0.1389860926,0.698943662,0.5468581594,0.5697323828,0.6666666667,0.8610139074,0.301056338,0.5468581594,0.5697323828,0.6666666667,0.6059169894,,,,
37,183,53717,1,371830537171,1500000US371830537171,Block Group 1,G5030,S,3101500,0,35.9055776,-78.7456668,60,54,1329,134,274,216,216,70,84960,1488,1465,239100,721,81,,,72,373,,0,114,8.5778781038,48.905109489,78.832116788,25.547445255,6.2043613396,10.636048011,0,1,0,10.636048011,6.2043613396,239100,84960,48.905109489,0,0,1,145,0.2259815984,0.2091363973,0.2856202955,0.6300797827,0.3333333333,0.7740184016,0.7908636027,0.2856202955,0.6300797827,0.3333333333,0.6044259628,,,,
37,183,51200,2,371830512002,1500000US371830512002,Block Group 2,G5030,S,820718,0,35.7879749,-78.6553993,14,40,1083,63,131,131,131,33,56645,1366,2642,552600,790,74,,,51,244,,0,54,4.9861495845,48.091603053,100,25.190839695,5.6131431463,9.6225311079,0,1,1,9.6225311079,5.6131431463,552600,56645,48.091603053,0,1,2,124,0.203028976,0.4996293551,0.1630588632,0.6195987928,0.6666666667,0.796971024,0.5003706449,0.1630588632,0.6195987928,0.6666666667,0.6038558029,,,,
37,183,53611,3,371830536113,1500000US371830536113,Block Group 3,G5030,S,896715,0,35.8216183,-78.8383963,16,72,1619,130,403,322,322,0,102434,2188,2105,416200,601,43,,,155,329,,0,88,5.4354539839,32.258064516,79.900744417,0,5.0147670386,8.5967434948,0,1,1,8.5967434948,5.0147670386,416200,102434,32.258064516,0,1,2,805,0.1797984648,0.3732394366,0.3612564765,0.415603901,0.6666666667,0.8202015352,0.6267605634,0.3612564765,0.415603901,0.6666666667,0.6037624527,,,,
37,183,52705,3,371830527053,1500000US371830527053,Block Group 3,G5030,S,2329115,0,35.8212939,-78.6064517,31,230,2610,131,423,284,284,23,79049,1462,1257,182500,1757,565,,,216,562,,0,261,10,30.969267139,67.139479905,5.4373522459,8.0360987595,13.776169302,0,1,1,13.776169302,8.0360987595,182500,79049,30.969267139,0,1,2,719,0.297094392,0.1566901408,0.2600345414,0.3989993952,0.6666666667,0.702905608,0.8433098592,0.2600345414,0.3989993952,0.6666666667,0.6034750101,,,,
37,183,53436,1,371830534361,1500000US371830534361,Block Group 1,G5030,S,2162870,6869,35.724169,-78.8334863,11,27,1489,113,319,289,289,29,73229,1576,1576,250500,753,175,,,192,162,,0,38,2.5520483546,35.423197492,90.595611285,9.0909090909,8.0648119352,13.825391889,0,1,1,13.825391889,8.0648119352,250500,73229,35.423197492,0,1,2,210,0.2982091119,0.2196997776,0.2348426807,0.4563825909,0.6666666667,0.7017908881,0.7803002224,0.2348426807,0.4563825909,0.6666666667,0.6024210156,,,,
37,183,53616,2,371830536162,1500000US371830536162,Block Group 2,G5030,S,1439308,0,35.8019096,-78.8352331,31,6,639,60,164,144,144,0,183636,-666666666,3861,696000,234,0,,,51,132,,0,37,5.7902973396,36.585365854,87.804878049,0,4.91281204,8.4219634971,0,1,1,8.4219634971,4.91281204,696000,183636,36.585365854,0,1,2,319,0.1758403075,0.6325055597,0.7127392036,0.4713556438,0.6666666667,0.8241596925,0.3674944403,0.7127392036,0.4713556438,0.6666666667,0.6019849758,,,,
37,183,53516,2,371830535162,1500000US371830535162,Block Group 2,G5030,S,1315425,0,35.7725336,-78.7566558,71,11,1148,52,304,236,236,26,122577,-666666666,1500,317500,629,144,,,126,362,,0,82,7.1428571429,17.105263158,77.631578947,8.5526315789,2.999733804,5.1424008068,0,1,1,5.1424008068,2.999733804,317500,122577,17.105263158,0,1,2,439,0.1015696526,0.2817828021,0.4484454198,0.220379437,0.6666666667,0.8984303474,0.7182171979,0.4484454198,0.220379437,0.6666666667,0.601523761,,,,
37,183,53730,2,371830537302,1500000US371830537302,Block Group 2,G5030,S,558675,0,35.875244,-78.6475381,43,24,1860,131,492,217,217,28,67697,1136,985,146500,815,12,,,264,356,,0,67,3.6021505376,26.62601626,44.105691057,5.6910569106,7.041188715,12.070609226,0,1,1,12.070609226,7.041188715,146500,67697,26.62601626,0,1,2,62,0.2584694057,0.1233320979,0.2108974276,0.343042163,0.6666666667,0.7415305943,0.8766679021,0.2108974276,0.343042163,0.6666666667,0.6008998458,,,,
37,183,53615,2,371830536152,1500000US371830536152,Block Group 2,G5030,S,3550317,320080,35.8908598,-78.8059486,0,31,2510,158,597,427,427,32,105098,1384,1643,279200,1261,0,,,88,842,,0,31,1.235059761,26.465661642,71.524288107,5.3601340034,6.2421452643,10.700820453,0,1,1,10.700820453,6.2421452643,279200,105098,26.465661642,0,1,2,804,0.2274484683,0.2462935508,0.3727875963,0.3409761988,0.6666666667,0.7725515317,0.7537064492,0.3727875963,0.3409761988,0.6666666667,0.5997353154,,,,
37,63,102,1,370630001021,1500000US370630001021,Block Group 1,G5030,S,1176041,726,36.031115,-78.9086114,71,57,1807,187,431,264,264,15,39327,928,1242,206600,862,131,,,191,142,,0,128,7.0835639181,43.387470998,61.252900232,3.4802784223,17.254388693,29.578952045,1,1,1,29.578952045,17.254388693,206600,39327,43.387470998,1,1,3,279,0.6549722965,0.1790214974,0.0880979279,0.5589920682,1,0.3450277035,0.8209785026,0.0880979279,0.5589920682,1,0.5990104362,,,,
37,183,53524,2,371830535242,1500000US371830535242,Block Group 2,G5030,S,1616915,0,35.7895898,-78.7977376,7,20,1944,93,570,485,485,7,103274,1683,1502,260100,941,72,,,129,661,,11,27,1.3888888889,16.315789474,85.087719298,1.2280701754,3.2554346799,5.5807451655,0,1,1,5.5807451655,3.2554346799,260100,103274,16.315789474,0,1,2,399,0.1114966233,0.2285952557,0.3648924152,0.2102080783,0.6666666667,0.8885033767,0.7714047443,0.3648924152,0.2102080783,0.6666666667,0.5987813875,,,,
37,183,52504,1,371830525041,1500000US371830525041,Block Group 1,G5030,S,2449809,3275,35.8143441,-78.7005283,50,132,2029,129,486,330,330,66,63750,1144,1571,371300,970,44,,,350,526,,12,182,8.969935929,26.543209877,67.901234568,13.580246914,2.823089195,4.8395814771,0,1,1,4.8395814771,2.823089195,371300,63750,26.543209877,0,1,2,377,0.0947118511,0.3316345441,0.1938128444,0.3419753086,0.6666666667,0.9052881489,0.6683654559,0.1938128444,0.3419753086,0.6666666667,0.5982035733,,,,
37,183,54007,2,371830540072,1500000US371830540072,Block Group 2,G5030,S,1207779,0,35.8919289,-78.6443817,24,119,2140,172,483,378,378,26,72639,1350,1375,286400,1112,133,,,210,466,,11,143,6.6822429907,35.610766046,78.260869565,5.3830227743,7.8997716779,13.542465734,0,1,1,13.542465734,7.8997716779,286400,72639,35.610766046,0,1,2,102,0.2918018214,0.2529651594,0.2322888667,0.4587991718,0.6666666667,0.7081981786,0.7470348406,0.2322888667,0.4587991718,0.6666666667,0.5977185257,,,,
37,183,53719,1,371830537191,1500000US371830537191,Block Group 1,G5030,S,372393,0,35.9271954,-78.7461839,43,42,830,129,249,215,215,23,121786,-666666666,1823,334200,290,0,,,37,305,,0,85,10.240963855,51.807228916,86.345381526,9.2369477912,7.6934017692,13.188688747,0,1,0,13.188688747,7.6934017692,334200,121786,51.807228916,0,0,1,471,0.2837900067,0.2972572276,0.4450215776,0.6674698795,0.3333333333,0.7162099933,0.7027427724,0.4450215776,0.6674698795,0.3333333333,0.5976373471,,,,
37,183,53721,2,371830537212,1500000US371830537212,Block Group 2,G5030,S,3804763,0,35.9101847,-78.7006715,68,48,1629,148,486,415,415,31,147277,3221,2325,416800,590,19,,,80,460,,0,116,7.1209330878,30.452674897,85.390946502,6.378600823,7.0687530973,12.117862453,0,1,1,12.117862453,7.0687530973,416800,147277,30.452674897,0,1,2,87,0.2595395265,0.373795404,0.5553593303,0.392343765,0.6666666667,0.7404604735,0.626204596,0.5553593303,0.392343765,0.6666666667,0.5973112452,,,,
37,183,53517,4,371830535174,1500000US371830535174,Block Group 4,G5030,S,597099,0,35.787207,-78.7754992,0,0,275,26,71,63,63,0,78875,1117,1425,246600,151,0,,,30,80,,0,0,0,36.61971831,88.732394366,0,2.4479218137,4.1964373949,0,1,0,4.1964373949,2.4479218137,246600,78875,36.61971831,0,0,1,387,0.0801468811,0.2160859896,0.2592813827,0.4717982312,0.3333333333,0.9198531189,0.7839140104,0.2592813827,0.4717982312,0.3333333333,0.5972904445,,,,
37,63,2021,3,370630020213,1500000US370630020213,Block Group 3,G5030,S,2229791,4205,35.9014114,-78.9483231,41,28,1302,136,281,243,243,44,103421,1439,1916,335100,674,0,,,24,335,,0,69,5.2995391705,48.398576512,86.476868327,15.658362989,12.647433957,21.681315354,1,0,1,21.681315354,12.647433957,335100,103421,48.398576512,1,1,2,666,0.4761183747,0.2980911787,0.3655287044,0.6235537532,0.6666666667,0.5238816253,0.7019088213,0.3655287044,0.6235537532,0.6666666667,0.5971268127,,,,
37,183,52506,2,371830525062,1500000US371830525062,Block Group 2,G5030,S,1804554,0,35.8537708,-78.6860954,42,14,1468,112,461,410,410,43,142375,1681,2350,441100,708,43,,,28,472,,0,56,3.8147138965,24.295010846,88.937093275,9.3275488069,4.4204245322,7.5778706266,0,1,1,7.5778706266,4.4204245322,441100,142375,24.295010846,0,1,2,440,0.1567245484,0.396312083,0.5341410311,0.3130101397,0.6666666667,0.8432754516,0.603687917,0.5341410311,0.3130101397,0.6666666667,0.5965564177,,,,
37,183,53431,1,371830534311,1500000US371830534311,Block Group 1,G5030,S,4483094,0,35.7041608,-78.8294787,114,117,2749,326,537,455,455,77,65781,1377,1653,301400,1188,66,,,90,708,,51,231,8.4030556566,60.707635009,84.729981378,14.338919926,8.9063853181,15.268089117,0,0,1,15.268089117,8.9063853181,301400,65781,60.707635009,0,1,1,802,0.3308811716,0.266864344,0.2026040246,0.7821402278,0.3333333333,0.6691188284,0.733135656,0.2026040246,0.7821402278,0.3333333333,0.5963689644,,,,
37,183,52701,3,371830527013,1500000US371830527013,Block Group 3,G5030,S,2411412,7257,35.8255352,-78.6224524,40,69,2661,68,350,198,198,41,36565,1131,2265,328300,1404,62,,,433,294,,0,109,4.0962044344,19.428571429,56.571428571,11.714285714,7.1537713974,12.26360811,1,1,1,12.26360811,7.1537713974,328300,36565,19.428571429,1,1,3,333,0.2628401572,0.291790215,0.0761426154,0.2503122924,1,0.7371598428,0.708209785,0.0761426154,0.2503122924,1,0.5961242523,,,,
37,183,53712,2,371830537122,1500000US371830537122,Block Group 2,G5030,S,1623727,0,35.8942897,-78.6869368,20,130,1615,133,490,403,403,85,122199,-666666666,1848,341800,665,0,,,166,434,,0,150,9.2879256966,27.142857143,82.244897959,17.346938776,6.457022798,11.069181939,0,1,1,11.069181939,6.457022798,341800,122199,27.142857143,0,1,2,194,0.235790571,0.3042994811,0.4468092474,0.3497009967,0.6666666667,0.764209429,0.6957005189,0.4468092474,0.3497009967,0.6666666667,0.5956319683,,,,
37,183,53003,3,371830530033,1500000US371830530033,Block Group 3,G5030,S,1166541,0,35.7419347,-78.7486458,43,29,1537,135,393,370,370,37,67744,1133,2582,415900,973,186,,,92,379,,0,72,4.6844502277,34.351145038,94.147582697,9.4147582697,5.0816496288,8.7113993637,0,1,1,8.7113993637,5.0816496288,415900,67744,34.351145038,0,1,2,20,0.1823950203,0.3729614529,0.211100867,0.4425705663,0.6666666667,0.8176049797,0.6270385471,0.211100867,0.4425705663,0.6666666667,0.594895016,,,,
37,183,53419,2,371830534192,1500000US371830534192,Block Group 2,G5030,S,1460853,0,35.7295717,-78.8252004,96,51,2462,308,634,559,559,53,140179,1815,1885,358700,839,30,,,112,609,,0,147,5.9707554833,48.58044164,88.170347003,8.3596214511,7.3042187635,12.52151788,0,1,0,12.52151788,7.3042187635,358700,140179,48.58044164,0,0,1,143,0.2686809139,0.3199592291,0.5246356486,0.6258968528,0.3333333333,0.7313190861,0.6800407709,0.5246356486,0.6258968528,0.3333333333,0.5944423704,,,,
37,183,54001,3,371830540013,1500000US371830540013,Block Group 3,G5030,S,979727,0,35.8660736,-78.6254114,89,0,1786,102,332,224,224,59,54011,1035,1052,182600,1360,371,,,258,482,,0,89,4.9832026876,30.722891566,67.469879518,17.771084337,7.7803002439,13.337657561,0,1,1,13.337657561,7.7803002439,182600,54011,30.722891566,0,1,2,184,0.2871636307,0.1567828021,0.1516575985,0.3958251611,0.6666666667,0.7128363693,0.8432171979,0.1516575985,0.3958251611,0.6666666667,0.5943079154,,,,
37,183,50300,1,371830503001,1500000US371830503001,Block Group 1,G5030,S,694868,0,35.7933887,-78.6480011,0,17,1723,73,250,230,230,18,67536,996,1917,293600,1235,198,,,63,650,,18,17,0.9866511898,29.2,92,7.2,5.8975051253,10.110008786,0,1,1,10.110008786,5.8975051253,293600,67536,29.2,0,1,2,132,0.2140686449,0.259636768,0.2102005393,0.3762046512,0.6666666667,0.7859313551,0.740363232,0.2102005393,0.3762046512,0.6666666667,0.5929600352,,,,
37,183,53520,2,371830535202,1500000US371830535202,Block Group 2,G5030,S,1232592,0,35.8074683,-78.7757089,163,51,3241,202,595,392,392,23,77464,1153,1439,269700,1539,32,,,145,761,,0,214,6.6029003394,33.949579832,65.882352941,3.8655462185,1.5815523189,2.7112325468,0,1,0,2.7112325468,1.5815523189,269700,77464,33.949579832,0,0,1,374,0.0465121721,0.2374907339,0.2531738715,0.4373969123,0.3333333333,0.9534878279,0.7625092661,0.2531738715,0.4373969123,0.3333333333,0.5922070921,,,,
37,183,53417,1,371830534171,1500000US371830534171,Block Group 1,G5030,S,1850595,0,35.7191698,-78.8532579,58,19,2205,175,551,366,366,65,87188,1834,1383,235800,1123,137,,,186,531,,0,77,3.4920634921,31.760435572,66.424682396,11.796733212,8.8484491116,15.168769906,0,1,1,15.168769906,8.8484491116,235800,87188,31.760435572,0,1,2,245,0.3286319379,0.2060785767,0.2952641899,0.4091925885,0.6666666667,0.6713680621,0.7939214233,0.2952641899,0.4091925885,0.6666666667,0.5917841996,,,,
37,183,52303,1,371830523031,1500000US371830523031,Block Group 1,G5030,S,523416,3719,35.7470353,-78.679921,12,11,1358,41,100,81,81,24,97531,1940,1255,207600,596,89,,,28,674,,0,23,1.6936671576,41,81,24,6.0787114426,10.420648187,0,1,0,10.420648187,6.0787114426,207600,97531,41,0,0,1,21,0.2211035438,0.1799481097,0.3400338489,0.5282325581,0.3333333333,0.7788964562,0.8200518903,0.3400338489,0.5282325581,0.3333333333,0.5914626832,,,,
37,183,53436,2,371830534362,1500000US371830534362,Block Group 2,G5030,S,1504584,0,35.7339063,-78.8452478,20,57,1683,160,551,267,267,65,92371,1442,1866,277400,846,157,,,20,466,,0,77,4.5751633987,29.038112523,48.457350272,11.796733212,7.4780407354,12.819498403,0,1,1,12.819498403,7.4780407354,277400,92371,29.038112523,0,1,2,563,0.2754291333,0.2446256486,0.3176987971,0.3741189381,0.6666666667,0.7245708667,0.7553743514,0.3176987971,0.3741189381,0.6666666667,0.5908505345,,,,
37,183,54023,1,371830540231,1500000US371830540231,Block Group 1,G5030,S,1497030,0,35.8949714,-78.5430871,55,24,2332,258,589,485,485,66,88581,-666666666,1646,249600,788,0,,,106,556,,28,79,3.3876500858,43.803056027,82.34295416,11.205432937,12.806210503,21.953503719,0,1,1,21.953503719,12.806210503,249600,88581,43.803056027,0,1,2,70,0.4822824917,0.2188658265,0.3012937882,0.5643463497,0.6666666667,0.5177175083,0.7811341735,0.3012937882,0.5643463497,0.6666666667,0.5902055114,,,,
37,183,53415,2,371830534152,1500000US371830534152,Block Group 2,G5030,S,709215,0,35.7532158,-78.8843653,0,80,1090,146,265,231,231,8,112375,1917,1746,360700,375,0,,,85,285,,0,80,7.3394495413,55.094339623,87.169811321,3.0188679245,8.718592039,14.946157781,0,0,1,14.946157781,8.718592039,360700,112375,55.094339623,0,1,1,320,0.3235905498,0.3218124537,0.4042860791,0.7098200965,0.3333333333,0.6764094502,0.6781875463,0.4042860791,0.7098200965,0.3333333333,0.5892901705,,,,
37,183,53430,3,371830534303,1500000US371830534303,Block Group 3,G5030,S,677344,0,35.7418192,-78.8602372,57,28,1782,246,480,398,398,63,131719,2167,2146,375800,653,30,,,12,454,,0,85,4.7699214366,51.25,82.916666667,13.125,8.042520894,13.787178675,0,0,1,13.787178675,8.042520894,375800,131719,51.25,0,1,1,566,0.2973437159,0.3358042995,0.4880165522,0.6602906977,0.3333333333,0.7026562841,0.6641957005,0.4880165522,0.6602906977,0.3333333333,0.5890442074,,,,
37,183,53506,1,371830535061,1500000US371830535061,Block Group 1,G5030,S,751313,0,35.7774509,-78.7757566,0,0,1093,73,332,218,218,0,63266,966,2170,332000,423,0,,,133,216,,0,0,0,21.987951807,65.662650602,0,3.020699247,5.1783415662,0,1,1,5.1783415662,3.020699247,332000,63266,21.987951807,0,1,2,391,0.1023835855,0.2952186805,0.1917178512,0.2832866349,0.6666666667,0.8976164145,0.7047813195,0.1917178512,0.2832866349,0.6666666667,0.5886871447,,,,
37,183,51700,2,371830517002,1500000US371830517002,Block Group 2,G5030,S,1138804,0,35.8149399,-78.6480092,84,24,1111,155,334,316,316,62,244271,-666666666,3102,684700,481,70,,,7,378,,0,108,9.7209720972,46.407185629,94.610778443,18.562874251,5.6934816885,9.7602543232,0,1,0,9.7602543232,5.6934816885,684700,244271,46.407185629,0,0,1,544,0.2061479264,0.6220348406,0.9751977042,0.5978972288,0.3333333333,0.7938520736,0.3779651594,0.9751977042,0.5978972288,0.3333333333,0.5877167946,,,,
37,183,52408,1,371830524081,1500000US371830524081,Block Group 1,G5030,S,599632,0,35.7818008,-78.6938358,44,35,1001,48,166,56,56,36,34425,1053,2528,347200,588,165,,,8,146,,0,79,7.8921078921,28.915662651,33.734939759,21.686746988,3.8961811192,6.679167633,0,1,1,6.679167633,3.8961811192,347200,34425,28.915662651,0,1,2,98,0.1363720606,0.3093031875,0.0668796288,0.3725413281,0.6666666667,0.8636279394,0.6906968125,0.0668796288,0.3725413281,0.6666666667,0.5872029756,,,,
37,183,51501,1,371830515011,1500000US371830515011,Block Group 1,G5030,S,1748384,0,35.8289447,-78.6731324,24,43,1680,170,424,373,373,43,83292,1123,2853,630800,794,57,,,233,627,,0,67,3.9880952381,40.094339623,87.971698113,10.141509434,4.3792551895,7.5072946106,0,1,1,7.5072946106,4.3792551895,630800,83292,40.094339623,0,1,2,516,0.1551262479,0.5720904374,0.2784003601,0.5165642826,0.6666666667,0.8448737521,0.4279095626,0.2784003601,0.5165642826,0.6666666667,0.5871147906,,,,
37,183,53429,2,371830534292,1500000US371830534292,Block Group 2,G5030,S,2626205,0,35.7463595,-78.8470519,37,49,2167,167,623,484,484,43,134219,1413,1914,367400,867,17,,,87,757,,0,86,3.9686202123,26.805778491,77.688603531,6.9020866774,7.274263034,12.470165201,0,1,1,12.470165201,7.274263034,367400,134219,26.805778491,0,1,2,729,0.2675179548,0.3280207561,0.4988377982,0.3453581694,0.6666666667,0.7324820452,0.6719792439,0.4988377982,0.3453581694,0.6666666667,0.5870730156,,,,
37,183,53513,1,371830535131,1500000US371830535131,Block Group 1,G5030,S,1140500,0,35.8065007,-78.7888943,0,58,2003,88,431,272,272,34,68007,1186,1894,365200,1110,161,,,217,429,,0,58,2.8956565152,20.417633411,63.109048724,7.8886310905,2.3060456514,3.9532211166,0,1,1,3.9532211166,2.3060456514,365200,68007,20.417633411,0,1,2,376,0.0746388808,0.325982209,0.2122392621,0.2630550909,0.6666666667,0.9253611192,0.674017791,0.2122392621,0.2630550909,0.6666666667,0.5864648703,,,,
37,183,54206,2,371830542062,1500000US371830542062,Block Group 2,G5030,S,3253776,0,35.9588705,-78.5311302,75,57,3416,274,806,620,620,83,73393,1349,1673,277000,1914,219,,,380,746,,15,132,3.8641686183,33.995037221,76.923076923,10.297766749,15.731289601,26.967925031,1,1,1,26.967925031,15.731289601,277000,73393,33.995037221,1,1,3,747,0.5958416426,0.2442550037,0.2355525545,0.4379825726,1,0.4041583574,0.7557449963,0.2355525545,0.4379825726,1,0.5852394872,,,,
37,183,53112,2,371830531122,1500000US371830531122,Block Group 2,G5030,S,5591482,0,35.557337,-78.7950229,0,0,1434,269,479,479,479,0,93924,-666666666,1532,233600,569,0,,,167,439,,0,0,0,56.158663883,100,0,17.992129039,30.84364978,0,1,1,30.84364978,17.992129039,233600,93924,56.158663883,0,1,2,722,0.6836132886,0.2040400297,0.3244209551,0.7235325533,0.6666666667,0.3163867114,0.7959599703,0.3244209551,0.7235325533,0.6666666667,0.5849472391,,,,
37,183,53718,1,371830537181,1500000US371830537181,Block Group 1,G5030,S,1246313,0,35.9150759,-78.7362609,72,60,1602,187,413,350,350,48,102766,-666666666,1708,287600,606,0,,,136,481,,0,132,8.2397003745,45.278450363,84.745762712,11.622276029,6.8951981182,11.820339631,0,1,0,11.820339631,6.8951981182,287600,102766,45.278450363,0,0,1,430,0.2528016724,0.2540770941,0.362693538,0.5833549186,0.3333333333,0.7471983276,0.7459229059,0.362693538,0.5833549186,0.3333333333,0.5847589132,,,,
37,183,53427,1,371830534271,1500000US371830534271,Block Group 1,G5030,S,6141523,31955,35.7367656,-78.9238841,62,40,1833,221,527,398,398,74,149432,-666666666,2428,470400,749,136,,,0,673,,13,102,5.5646481178,41.935483871,75.521821632,14.041745731,11.247757264,19.281869596,0,1,1,19.281869596,11.247757264,470400,149432,41.935483871,0,1,2,559,0.4217792982,0.4234618236,0.5646872443,0.5402850713,0.6666666667,0.5782207018,0.5765381764,0.5646872443,0.5402850713,0.6666666667,0.5847361363,,,,
37,183,54001,2,371830540012,1500000US371830540012,Block Group 2,G5030,S,1222000,16707,35.8551654,-78.6217783,0,41,1198,84,251,190,190,46,38750,775,1358,255200,719,28,,,203,416,,47,41,3.4223706177,33.466135458,75.697211155,18.326693227,7.6327061221,13.084639066,0,1,1,13.084639066,7.6327061221,255200,38750,33.466135458,0,1,2,445,0.2814336444,0.2240548554,0.0856003844,0.4311683499,0.6666666667,0.7185663556,0.7759451446,0.0856003844,0.4311683499,0.6666666667,0.584516077,,,,
